param_name,fisher_value,dataset
model.layers.2.mlp.down_proj.weight,2790.7918612360954,math
model.layers.30.mlp.down_proj.weight,526.0129188681021,math
model.embed_tokens.weight,130.58619349263608,math
model.layers.1.mlp.gate_proj.weight,22.9078962597996,math
model.layers.3.mlp.down_proj.weight,21.14092042669654,math
model.layers.35.mlp.down_proj.weight,16.54393876157701,math
model.layers.0.self_attn.v_proj.weight,15.04840125516057,math
model.layers.10.mlp.up_proj.weight,13.977145189419389,math
model.layers.16.mlp.down_proj.weight,13.787922346033156,math
model.layers.17.mlp.down_proj.weight,13.303045400418341,math
model.layers.9.mlp.up_proj.weight,13.162835487630218,math
model.layers.18.mlp.down_proj.weight,12.976761320605874,math
model.layers.15.mlp.down_proj.weight,12.58499076217413,math
model.layers.14.mlp.down_proj.weight,12.51244904845953,math
model.layers.12.mlp.up_proj.weight,12.054879255592823,math
model.layers.16.mlp.up_proj.weight,11.799719171598554,math
model.layers.21.mlp.down_proj.weight,11.68616362567991,math
model.layers.20.mlp.down_proj.weight,11.677835899405181,math
model.layers.26.mlp.down_proj.weight,11.614186892285943,math
model.layers.19.self_attn.o_proj.weight,11.596590906381607,math
model.layers.17.mlp.gate_proj.weight,11.56815560720861,math
model.layers.18.mlp.up_proj.weight,11.548917378298938,math
model.layers.22.mlp.down_proj.weight,11.514400731772184,math
model.layers.22.mlp.gate_proj.weight,11.424984529614449,math
model.layers.23.mlp.down_proj.weight,11.41935964860022,math
model.layers.22.mlp.up_proj.weight,11.383330767974257,math
model.layers.17.mlp.up_proj.weight,11.224240141920745,math
model.layers.21.mlp.up_proj.weight,11.206980687566102,math
model.layers.18.mlp.gate_proj.weight,11.204411868005991,math
model.layers.11.mlp.up_proj.weight,11.101883247494698,math
model.layers.19.mlp.up_proj.weight,11.094891548156738,math
model.layers.23.mlp.gate_proj.weight,11.040498305112123,math
model.layers.20.mlp.up_proj.weight,11.030585695058107,math
model.layers.24.mlp.down_proj.weight,11.029123101383448,math
model.layers.12.mlp.down_proj.weight,11.028067077510059,math
model.layers.19.mlp.down_proj.weight,10.899915643036366,math
model.layers.35.mlp.up_proj.weight,10.809982960112393,math
model.layers.21.mlp.gate_proj.weight,10.795791689306498,math
model.layers.19.mlp.gate_proj.weight,10.780051993671805,math
model.layers.23.mlp.up_proj.weight,10.754254651255906,math
model.layers.25.mlp.down_proj.weight,10.70874098688364,math
model.layers.14.mlp.up_proj.weight,10.616481514647603,math
model.layers.25.mlp.up_proj.weight,10.58416243083775,math
model.layers.28.mlp.up_proj.weight,10.54105155589059,math
model.layers.16.mlp.gate_proj.weight,10.527979689650238,math
model.layers.26.mlp.gate_proj.weight,10.486153073608875,math
model.layers.20.mlp.gate_proj.weight,10.418098168913275,math
model.layers.24.mlp.gate_proj.weight,10.35583873372525,math
model.layers.25.mlp.gate_proj.weight,10.292852070182562,math
model.layers.24.mlp.up_proj.weight,10.268414048478007,math
model.layers.15.mlp.up_proj.weight,10.242724111303687,math
model.layers.26.mlp.up_proj.weight,10.191083405166864,math
model.layers.13.mlp.down_proj.weight,10.167003341950476,math
model.layers.27.mlp.down_proj.weight,10.110062723979354,math
model.layers.27.mlp.up_proj.weight,10.10915071517229,math
model.layers.27.mlp.gate_proj.weight,9.987970735877752,math
model.layers.20.self_attn.v_proj.weight,9.921298102475703,math
model.layers.15.mlp.gate_proj.weight,9.543780053034425,math
model.layers.11.mlp.down_proj.weight,9.268587172031403,math
model.layers.28.mlp.gate_proj.weight,9.061797993257642,math
model.layers.28.mlp.down_proj.weight,8.971487358212471,math
model.layers.6.mlp.up_proj.weight,8.830751998815686,math
model.layers.7.mlp.up_proj.weight,8.815480905584991,math
model.layers.25.self_attn.v_proj.weight,8.806724722497165,math
model.layers.8.mlp.up_proj.weight,8.638151834253222,math
model.layers.13.mlp.up_proj.weight,8.538404582999647,math
model.layers.14.mlp.gate_proj.weight,8.238639305345714,math
model.layers.30.mlp.gate_proj.weight,8.142624855041504,math
model.layers.10.mlp.down_proj.weight,7.944296550005674,math
model.layers.10.mlp.gate_proj.weight,7.876106559764594,math
model.layers.29.mlp.gate_proj.weight,7.848239041399211,math
model.layers.23.self_attn.o_proj.weight,7.528465592302382,math
model.layers.30.mlp.up_proj.weight,7.427990582771599,math
model.layers.12.mlp.gate_proj.weight,7.382426210213453,math
model.layers.1.mlp.up_proj.weight,7.272885133512318,math
model.layers.29.mlp.down_proj.weight,7.2608272596262395,math
model.layers.29.mlp.up_proj.weight,7.212898306548595,math
model.layers.9.mlp.gate_proj.weight,7.194149087648839,math
model.layers.5.mlp.up_proj.weight,7.140938682015985,math
model.layers.0.self_attn.o_proj.weight,7.096447763964534,math
model.layers.18.self_attn.o_proj.weight,7.082931971177459,math
model.layers.13.mlp.gate_proj.weight,7.068729485850781,math
model.layers.17.self_attn.o_proj.weight,7.006328295916319,math
model.layers.11.mlp.gate_proj.weight,6.944632563740015,math
model.layers.35.mlp.gate_proj.weight,6.821978861000389,math
model.layers.9.mlp.down_proj.weight,6.688083644490689,math
model.layers.17.self_attn.v_proj.weight,6.588995945639908,math
model.layers.21.self_attn.o_proj.weight,6.364119570236653,math
model.layers.24.self_attn.v_proj.weight,6.36011670390144,math
model.layers.18.self_attn.v_proj.weight,6.328550250735134,math
model.layers.15.self_attn.o_proj.weight,6.321332116611302,math
model.layers.16.self_attn.o_proj.weight,6.201113821938634,math
model.layers.16.self_attn.v_proj.weight,6.022072163876146,math
model.layers.19.self_attn.v_proj.weight,5.939643297344446,math
model.layers.22.self_attn.o_proj.weight,5.914025170728564,math
model.layers.15.self_attn.v_proj.weight,5.765067061409354,math
model.layers.20.self_attn.o_proj.weight,5.665996607393026,math
model.layers.24.self_attn.o_proj.weight,5.5360260982997715,math
model.layers.7.mlp.gate_proj.weight,5.425038116984069,math
model.layers.31.mlp.gate_proj.weight,5.415975581854582,math
model.layers.14.self_attn.o_proj.weight,5.369089436717331,math
model.layers.23.self_attn.v_proj.weight,5.242975543253124,math
model.layers.8.mlp.down_proj.weight,5.196025368990377,math
model.layers.27.self_attn.v_proj.weight,4.930180307943374,math
model.layers.31.mlp.down_proj.weight,4.903201850131154,math
model.layers.3.mlp.up_proj.weight,4.901071920059621,math
model.layers.14.self_attn.v_proj.weight,4.8512423718348145,math
model.layers.27.self_attn.o_proj.weight,4.833395406603813,math
model.layers.7.mlp.down_proj.weight,4.793331847991794,math
model.layers.31.mlp.up_proj.weight,4.781231865286827,math
model.layers.2.mlp.gate_proj.weight,4.5067157133016735,math
model.layers.6.mlp.gate_proj.weight,4.4472894130740315,math
model.layers.8.mlp.gate_proj.weight,4.405582578387111,math
model.layers.32.mlp.gate_proj.weight,4.2896455293521285,math
model.layers.21.self_attn.v_proj.weight,4.2707175188697875,math
model.layers.3.mlp.gate_proj.weight,4.263837164035067,math
model.layers.4.mlp.up_proj.weight,4.1678426284343,math
model.layers.12.self_attn.v_proj.weight,3.975887123029679,math
model.layers.5.mlp.gate_proj.weight,3.8089068601839244,math
model.layers.10.self_attn.v_proj.weight,3.6927791100461036,math
model.layers.13.self_attn.v_proj.weight,3.6485011451877654,math
model.layers.23.self_attn.q_proj.weight,3.6298210662789643,math
model.layers.32.mlp.down_proj.weight,3.6053444750141352,math
