param_name,fisher_value,dataset
model.layers.0.input_layernorm.weight,0.24232374955317937,gsm8k
model.layers.17.self_attn.k_proj.weight,0.20514326938427985,gsm8k
model.layers.19.self_attn.k_proj.weight,0.20158987632021308,gsm8k
model.layers.2.self_attn.q_proj.weight,0.19233901865663938,gsm8k
model.layers.25.input_layernorm.weight,0.1882840087855584,gsm8k
model.layers.21.input_layernorm.weight,0.17860971582558705,gsm8k
model.layers.0.self_attn.q_proj.weight,0.16174645152932499,gsm8k
model.layers.29.self_attn.q_proj.weight,0.1547924714104738,gsm8k
model.layers.9.input_layernorm.weight,0.15123710607440444,gsm8k
model.layers.22.input_layernorm.weight,0.14044358712999383,gsm8k
model.layers.10.input_layernorm.weight,0.11092042902600951,gsm8k
model.layers.1.self_attn.k_proj.weight,0.09925813628069591,gsm8k
model.layers.4.input_layernorm.weight,0.09252121460667695,gsm8k
model.layers.3.input_layernorm.weight,0.08053975099755917,gsm8k
model.layers.5.input_layernorm.weight,0.0787238270859234,gsm8k
model.layers.7.input_layernorm.weight,0.07532225247268798,gsm8k
model.layers.20.input_layernorm.weight,0.07501121245149989,gsm8k
model.layers.6.input_layernorm.weight,0.06978920855908655,gsm8k
model.layers.8.input_layernorm.weight,0.06976881722221151,gsm8k
model.layers.11.input_layernorm.weight,0.06795621563651366,gsm8k
model.layers.1.self_attn.q_proj.weight,0.06649054407898802,gsm8k
model.layers.2.input_layernorm.weight,0.05625350724221789,gsm8k
model.layers.13.input_layernorm.weight,0.05454827033827314,gsm8k
model.layers.12.input_layernorm.weight,0.049109480751212686,gsm8k
model.layers.24.input_layernorm.weight,0.04558948823978426,gsm8k
model.final_layernorm.weight,0.044812284602812724,gsm8k
model.layers.1.input_layernorm.weight,0.043803724427561974,gsm8k
model.layers.14.input_layernorm.weight,0.04284668400941882,gsm8k
model.layers.30.self_attn.q_proj.weight,0.04129971275688149,gsm8k
model.layers.17.input_layernorm.weight,0.03746579690778162,gsm8k
model.layers.16.input_layernorm.weight,0.035795782365312334,gsm8k
model.layers.15.input_layernorm.weight,0.0336767124463222,gsm8k
model.layers.19.input_layernorm.weight,0.02922637997107813,gsm8k
model.layers.28.input_layernorm.weight,0.024843576444254722,gsm8k
model.layers.31.self_attn.q_proj.weight,0.0218236138462089,gsm8k
lm_head.weight,63.378725504502654,math
model.layers.29.input_layernorm.weight,51.94713154807687,math
model.layers.29.self_attn.k_proj.weight,31.019887432456017,math
model.layers.26.input_layernorm.weight,26.942020023765508,math
model.layers.0.self_attn.v_proj.weight,26.94052268192172,math
model.layers.31.mlp.fc1.weight,20.17867771256715,math
model.layers.30.mlp.fc1.weight,18.668975767679513,math
model.layers.30.input_layernorm.weight,15.702188212890178,math
model.layers.2.self_attn.v_proj.weight,15.572782609146088,math
model.embed_tokens.weight,15.112797881942242,math
model.layers.29.mlp.fc1.weight,12.858457552269101,math
model.layers.0.self_attn.dense.weight,12.140557006001472,math
model.layers.1.self_attn.v_proj.weight,12.130450208671391,math
model.layers.30.self_attn.k_proj.weight,11.689536429941654,math
model.layers.31.self_attn.k_proj.weight,9.987428113818169,math
model.layers.6.mlp.fc1.weight,9.707064830698073,math
model.layers.3.self_attn.v_proj.weight,9.706607618834823,math
model.layers.2.mlp.fc2.weight,9.646040561143309,math
model.layers.4.self_attn.v_proj.weight,9.638741705100983,math
model.layers.4.mlp.fc2.weight,9.455023379065096,math
model.layers.5.mlp.fc2.weight,9.167998407501727,math
model.layers.6.mlp.fc2.weight,9.159930578898638,math
model.layers.7.mlp.fc2.weight,8.950288195163012,math
model.layers.3.mlp.fc2.weight,8.837192009203136,math
model.layers.1.self_attn.dense.weight,8.812503558932804,math
model.layers.1.mlp.fc2.weight,8.67198174726218,math
model.layers.5.self_attn.v_proj.weight,8.609019489958882,math
model.layers.29.self_attn.v_proj.weight,8.53442665701732,math
model.layers.9.mlp.fc2.weight,8.378006964921951,math
model.layers.7.mlp.fc1.weight,8.349265412427485,math
model.layers.8.mlp.fc2.weight,8.32961756864097,math
model.layers.4.mlp.fc1.weight,8.301297737751156,math
model.layers.9.mlp.fc1.weight,8.211691570933908,math
model.layers.8.mlp.fc1.weight,8.064156089443713,math
model.layers.5.mlp.fc1.weight,8.055514617357403,math
model.layers.9.self_attn.v_proj.weight,7.908619220834225,math
model.layers.31.input_layernorm.weight,7.293371880427003,math
model.layers.10.mlp.fc1.weight,7.064279842656106,math
model.layers.8.self_attn.v_proj.weight,7.03408040991053,math
model.layers.10.self_attn.v_proj.weight,6.988202148349956,math
model.layers.11.self_attn.v_proj.weight,6.791691484162584,math
model.layers.2.mlp.fc1.weight,6.636153331026435,math
model.layers.3.mlp.fc1.weight,6.58731793332845,math
model.layers.7.self_attn.v_proj.weight,6.454913765192032,math
model.layers.6.self_attn.v_proj.weight,6.226942361332476,math
model.layers.10.mlp.fc2.weight,6.1056557829724625,math
model.layers.11.mlp.fc1.weight,5.726759833283722,math
model.layers.2.self_attn.dense.weight,5.683708488475531,math
model.layers.12.mlp.fc1.weight,5.654764291481115,math
model.layers.13.mlp.fc1.weight,5.446894928347319,math
model.layers.11.mlp.fc2.weight,5.359566825907677,math
model.layers.12.mlp.fc2.weight,5.260120655875653,math
model.layers.26.self_attn.k_proj.weight,5.235729422885925,math
model.layers.12.self_attn.v_proj.weight,5.1042157269548625,math
model.layers.22.mlp.fc1.weight,5.0739740506978706,math
model.layers.30.self_attn.v_proj.weight,4.966705694328994,math
model.layers.15.mlp.fc1.weight,4.940292430343106,math
model.layers.14.self_attn.v_proj.weight,4.911570281139575,math
model.layers.16.mlp.fc1.weight,4.867348060943186,math
model.layers.23.mlp.fc1.weight,4.851678298902698,math
model.layers.15.self_attn.v_proj.weight,4.803599165286869,math
model.layers.19.mlp.fc1.weight,4.7963254251517355,math
model.layers.25.mlp.fc1.weight,4.792202827637084,math
model.layers.18.mlp.fc1.weight,4.75410011142958,math
model.layers.13.mlp.fc2.weight,4.727090739179403,math
model.layers.20.mlp.fc1.weight,4.7180575197562575,math
model.layers.21.mlp.fc1.weight,4.684413489652798,math
model.layers.13.self_attn.v_proj.weight,4.6819853242486715,math
model.layers.27.mlp.fc1.weight,4.678887396468781,math
model.layers.14.mlp.fc1.weight,4.670370842795819,math
model.layers.26.mlp.fc1.weight,4.653128818143159,math
model.layers.24.mlp.fc1.weight,4.611525426153094,math
model.layers.17.mlp.fc1.weight,4.581421064212918,math
model.layers.15.mlp.fc2.weight,4.545105865574442,math
model.layers.16.self_attn.v_proj.weight,4.463848000392318,math
model.layers.1.mlp.fc1.weight,4.456804809975438,math
model.layers.14.mlp.fc2.weight,4.418238505488262,math
model.layers.17.mlp.fc2.weight,4.302042189519852,math
model.layers.16.mlp.fc2.weight,4.231956549920142,math
model.layers.3.self_attn.dense.weight,4.193738381145522,math
model.layers.18.mlp.fc2.weight,4.120969828218222,math
model.layers.28.mlp.fc1.weight,4.090911621111445,math
model.layers.10.self_attn.q_proj.weight,4.043902466655709,math
model.layers.17.self_attn.v_proj.weight,3.95693495857995,math
model.layers.19.mlp.fc2.weight,3.8654209268279374,math
model.layers.20.mlp.fc2.weight,3.775729766523,math
model.layers.0.mlp.fc2.weight,3.760628068353981,math
model.layers.21.mlp.fc2.weight,3.6967687262804247,math
model.layers.18.self_attn.v_proj.weight,3.692503722384572,math
model.layers.22.mlp.fc2.weight,3.5778099617455155,math
model.layers.19.self_attn.v_proj.weight,3.273333213001024,math
model.layers.21.self_attn.v_proj.weight,3.231722080439795,math
model.layers.23.mlp.fc2.weight,3.205079658771865,math
model.layers.22.self_attn.v_proj.weight,3.1112692782189697,math
model.layers.27.input_layernorm.weight,2.7541436420287937,math
model.layers.20.self_attn.v_proj.weight,2.7470402909675613,math
model.layers.10.self_attn.k_proj.weight,2.739435788069386,math
model.layers.23.self_attn.v_proj.weight,2.7298783833393827,math
model.layers.24.mlp.fc2.weight,2.7195096680661663,math
model.layers.5.self_attn.dense.weight,2.6191738902125508,math
model.layers.25.self_attn.v_proj.weight,2.6178484759293497,math
model.layers.24.self_attn.v_proj.weight,2.5631494153640233,math
model.layers.4.self_attn.dense.weight,2.561652556527406,math
model.layers.25.mlp.fc2.weight,2.508605341077782,math
model.layers.26.mlp.fc2.weight,2.267938620992936,math
model.layers.26.self_attn.v_proj.weight,2.200439946143888,math
model.layers.27.self_attn.v_proj.weight,2.1762338967528194,math
model.layers.29.mlp.fc2.weight,2.0498957387171686,math
model.layers.31.self_attn.v_proj.weight,1.862861646048259,math
model.layers.27.mlp.fc2.weight,1.8246462596580386,math
model.layers.28.self_attn.v_proj.weight,1.7961245838087052,math
model.layers.30.mlp.fc2.weight,1.7603719546459615,math
model.layers.28.mlp.fc2.weight,1.6590337393572554,math
model.layers.7.self_attn.dense.weight,1.4848304198822007,math
model.layers.0.mlp.fc1.weight,1.4824045950663276,math
model.layers.31.mlp.fc2.weight,1.45806013076799,math
model.layers.6.self_attn.dense.weight,1.4571767438901588,math
model.layers.10.self_attn.dense.weight,1.441461551003158,math
model.layers.8.self_attn.q_proj.weight,1.4054044047661591,math
model.layers.11.self_attn.dense.weight,1.225894169358071,math
model.layers.27.self_attn.k_proj.weight,1.1493057023035362,math
model.layers.4.self_attn.q_proj.weight,1.1332510218780953,math
model.layers.9.self_attn.dense.weight,1.1154293211875483,math
model.layers.4.self_attn.k_proj.weight,1.1018785419873893,math
model.layers.8.self_attn.dense.weight,1.0729402740544174,math
model.layers.21.self_attn.dense.weight,1.064613809430739,math
model.layers.8.self_attn.k_proj.weight,1.0644569237774704,math
model.layers.29.self_attn.dense.weight,0.9730293289176188,math
model.layers.25.self_attn.k_proj.weight,0.847507021331694,math
model.layers.30.self_attn.dense.weight,0.8445011771400459,math
model.layers.22.self_attn.k_proj.weight,0.8197377935284749,math
model.layers.24.self_attn.dense.weight,0.8028351645334624,math
model.layers.24.self_attn.q_proj.weight,0.8004188183986116,math
model.layers.12.self_attn.dense.weight,0.7818410051986575,math
model.layers.20.self_attn.dense.weight,0.7518272161541972,math
model.layers.3.self_attn.q_proj.weight,0.7450179036823101,math
model.layers.22.self_attn.dense.weight,0.7423960726882797,math
model.layers.14.self_attn.dense.weight,0.7284488815639634,math
model.layers.11.self_attn.q_proj.weight,0.724196551804198,math
model.layers.23.self_attn.dense.weight,0.7241941971587949,math
model.layers.19.self_attn.dense.weight,0.7101065273745917,math
model.layers.0.self_attn.k_proj.weight,0.7032157505309442,math
model.layers.24.self_attn.k_proj.weight,0.7030781363864662,math
model.layers.15.self_attn.dense.weight,0.7013887906505261,math
model.layers.23.self_attn.k_proj.weight,0.6980198998644482,math
model.layers.6.self_attn.q_proj.weight,0.6957129490619991,math
model.layers.9.self_attn.q_proj.weight,0.6907753467385191,math
model.layers.18.self_attn.dense.weight,0.6835372800123878,math
model.layers.25.self_attn.dense.weight,0.6810975072148722,math
model.layers.13.self_attn.dense.weight,0.6681649017846212,math
model.layers.3.self_attn.k_proj.weight,0.6667679085512646,math
model.layers.25.self_attn.q_proj.weight,0.6647118937689811,math
model.layers.22.self_attn.q_proj.weight,0.6611149291711627,math
model.layers.11.self_attn.k_proj.weight,0.644230784237152,math
model.layers.5.self_attn.k_proj.weight,0.6422461664769799,math
model.layers.17.self_attn.dense.weight,0.6393601970048621,math
model.layers.27.self_attn.q_proj.weight,0.6365438214415917,math
model.layers.5.self_attn.q_proj.weight,0.6255618873983622,math
model.layers.16.self_attn.dense.weight,0.6162495301687159,math
model.layers.6.self_attn.k_proj.weight,0.6156086729606614,math
model.layers.21.self_attn.k_proj.weight,0.6082309144258033,math
model.layers.28.self_attn.k_proj.weight,0.5975602500548121,math
model.layers.23.self_attn.q_proj.weight,0.5926308210182469,math
model.layers.7.self_attn.q_proj.weight,0.5874005705700256,math
model.layers.9.self_attn.k_proj.weight,0.571925936936168,math
model.layers.14.self_attn.q_proj.weight,0.5605444153188728,math
model.layers.0.input_layernorm.weight,0.5386719483212801,math
model.layers.10.input_layernorm.weight,0.5344929766470159,math
model.layers.28.self_attn.q_proj.weight,0.5274081442476017,math
model.layers.14.self_attn.k_proj.weight,0.5264191037858836,math
model.layers.7.self_attn.k_proj.weight,0.5221711910853628,math
model.layers.27.self_attn.dense.weight,0.5212239217944443,math
model.layers.21.self_attn.q_proj.weight,0.5172100359050091,math
model.layers.15.self_attn.k_proj.weight,0.5007206200971268,math
model.layers.18.self_attn.q_proj.weight,0.49630720193090383,math
model.layers.15.self_attn.q_proj.weight,0.49156466699787416,math
model.layers.19.self_attn.q_proj.weight,0.47739306339644827,math
model.layers.19.self_attn.k_proj.weight,0.4727653906593332,math
model.layers.18.self_attn.k_proj.weight,0.46965413574071135,math
model.layers.2.self_attn.k_proj.weight,0.46589610932278447,math
model.layers.16.self_attn.q_proj.weight,0.43022336752619594,math
model.layers.29.self_attn.q_proj.weight,0.42855133429111447,math
model.layers.28.self_attn.dense.weight,0.42489342961926013,math
model.layers.20.self_attn.q_proj.weight,0.42226150032365695,math
model.layers.31.self_attn.dense.weight,0.42112200091651175,math
model.layers.23.input_layernorm.weight,0.42077129722747486,math
model.layers.2.self_attn.q_proj.weight,0.4029720315011218,math
model.layers.26.self_attn.dense.weight,0.4004419483244419,math
model.layers.16.self_attn.k_proj.weight,0.389087961462792,math
model.layers.13.self_attn.q_proj.weight,0.3887591906823218,math
model.layers.26.self_attn.q_proj.weight,0.387158423603978,math
model.layers.0.self_attn.q_proj.weight,0.38255364376527723,math
model.layers.20.self_attn.k_proj.weight,0.37500447675120085,math
model.layers.17.self_attn.q_proj.weight,0.3742646556929685,math
model.layers.12.self_attn.q_proj.weight,0.3721382885996718,math
model.layers.18.input_layernorm.weight,0.3707560010443558,math
model.layers.13.self_attn.k_proj.weight,0.3654871228209231,math
model.layers.17.self_attn.k_proj.weight,0.34516003317548893,math
model.layers.12.self_attn.k_proj.weight,0.31942679052008316,math
model.layers.9.input_layernorm.weight,0.29823424082860583,math
model.layers.1.self_attn.k_proj.weight,0.2687064136407571,math
model.layers.4.input_layernorm.weight,0.2653368023566145,math
model.layers.6.input_layernorm.weight,0.22317048885270196,math
model.layers.22.input_layernorm.weight,0.2176881685918488,math
model.layers.21.input_layernorm.weight,0.19946073524624808,math
model.layers.5.input_layernorm.weight,0.17154371011565672,math
model.layers.1.self_attn.q_proj.weight,0.156335604020569,math
model.layers.8.input_layernorm.weight,0.13678739933675388,math
model.layers.3.input_layernorm.weight,0.1307783645024756,math
model.layers.25.input_layernorm.weight,0.10564963849901687,math
model.layers.20.input_layernorm.weight,0.10229326460375887,math
model.layers.30.self_attn.q_proj.weight,0.10180208396923263,math
model.final_layernorm.weight,0.10105155083692807,math
model.layers.2.input_layernorm.weight,0.09988993313891115,math
model.layers.1.input_layernorm.weight,0.09523313840327319,math
model.layers.7.input_layernorm.weight,0.09511172657221323,math
model.layers.11.input_layernorm.weight,0.07365358190600091,math
model.layers.13.input_layernorm.weight,0.06022549738918315,math
model.layers.28.input_layernorm.weight,0.05798293459611159,math
