param_name,fisher_value,dataset
model.layers.29.input_layernorm.weight,69.50052296742797,gsm8k
lm_head.weight,40.36765228956938,gsm8k
model.layers.29.self_attn.k_proj.weight,35.43895083665848,gsm8k
model.layers.30.input_layernorm.weight,16.347885842667893,gsm8k
model.layers.0.self_attn.v_proj.weight,15.921818843111396,gsm8k
model.layers.31.mlp.fc1.weight,13.992821514606476,gsm8k
model.layers.26.input_layernorm.weight,13.281061038607731,gsm8k
model.layers.31.self_attn.k_proj.weight,9.123155798297375,gsm8k
model.layers.30.mlp.fc1.weight,9.033712692558765,gsm8k
model.layers.2.self_attn.v_proj.weight,8.587155617773533,gsm8k
model.layers.29.mlp.fc1.weight,7.944760710000992,gsm8k
model.embed_tokens.weight,7.605746583547443,gsm8k
model.layers.31.input_layernorm.weight,6.092707415111363,gsm8k
model.layers.29.self_attn.v_proj.weight,5.216929916292429,gsm8k
model.layers.4.self_attn.v_proj.weight,5.155487073585391,gsm8k
model.layers.1.self_attn.v_proj.weight,5.145854495931417,gsm8k
model.layers.3.self_attn.v_proj.weight,4.715509121306241,gsm8k
model.layers.11.self_attn.v_proj.weight,4.696877070702612,gsm8k
model.layers.0.self_attn.dense.weight,4.6780236745253205,gsm8k
model.layers.8.mlp.fc2.weight,4.639879957772791,gsm8k
model.layers.7.mlp.fc2.weight,4.59000098425895,gsm8k
model.layers.5.mlp.fc2.weight,4.533844279125333,gsm8k
model.layers.6.mlp.fc2.weight,4.5234320955350995,gsm8k
model.layers.6.mlp.fc1.weight,4.522591358050704,gsm8k
model.layers.9.mlp.fc2.weight,4.463850490748882,gsm8k
model.layers.9.mlp.fc1.weight,4.452999630011618,gsm8k
model.layers.10.mlp.fc1.weight,4.438024923205376,gsm8k
model.layers.8.mlp.fc1.weight,4.427569206804037,gsm8k
model.layers.7.mlp.fc1.weight,4.32327756844461,gsm8k
model.layers.9.self_attn.v_proj.weight,4.280204068869352,gsm8k
model.layers.5.self_attn.v_proj.weight,4.252364778891206,gsm8k
model.layers.30.self_attn.k_proj.weight,4.212240546941757,gsm8k
model.layers.10.mlp.fc2.weight,4.2043627835810184,gsm8k
model.layers.4.mlp.fc2.weight,4.198703422676772,gsm8k
model.layers.3.mlp.fc2.weight,3.986540120560676,gsm8k
model.layers.5.mlp.fc1.weight,3.9848015452735126,gsm8k
model.layers.12.mlp.fc1.weight,3.9722295152023435,gsm8k
model.layers.11.mlp.fc1.weight,3.887478295713663,gsm8k
model.layers.8.self_attn.v_proj.weight,3.8719916753470898,gsm8k
model.layers.2.mlp.fc2.weight,3.868364396970719,gsm8k
model.layers.10.self_attn.v_proj.weight,3.857695924118161,gsm8k
model.layers.26.self_attn.k_proj.weight,3.6622646525502205,gsm8k
model.layers.4.mlp.fc1.weight,3.616520165465772,gsm8k
model.layers.11.mlp.fc2.weight,3.5847124764695764,gsm8k
model.layers.12.self_attn.v_proj.weight,3.5410590125247836,gsm8k
model.layers.1.mlp.fc2.weight,3.5289280582219362,gsm8k
model.layers.22.mlp.fc1.weight,3.472033371217549,gsm8k
model.layers.6.self_attn.v_proj.weight,3.4698988310992718,gsm8k
model.layers.7.self_attn.v_proj.weight,3.4641478369012475,gsm8k
model.layers.12.mlp.fc2.weight,3.4639501124620438,gsm8k
model.layers.24.mlp.fc1.weight,3.442264433018863,gsm8k
model.layers.23.mlp.fc1.weight,3.4207138996571302,gsm8k
model.layers.13.mlp.fc1.weight,3.397895522415638,gsm8k
model.layers.20.mlp.fc1.weight,3.3432783484458923,gsm8k
model.layers.19.mlp.fc1.weight,3.2506849728524685,gsm8k
model.layers.21.mlp.fc1.weight,3.2430226327851415,gsm8k
model.layers.18.mlp.fc1.weight,3.208546050824225,gsm8k
model.layers.15.mlp.fc1.weight,3.2023503175005317,gsm8k
model.layers.17.mlp.fc1.weight,3.1922945119440556,gsm8k
model.layers.3.mlp.fc1.weight,3.1874269428662956,gsm8k
model.layers.16.mlp.fc1.weight,3.1721817003563046,gsm8k
model.layers.14.mlp.fc1.weight,3.1279772827401757,gsm8k
model.layers.13.mlp.fc2.weight,3.109653813764453,gsm8k
model.layers.14.self_attn.v_proj.weight,3.0941179394721985,gsm8k
model.layers.13.self_attn.v_proj.weight,3.070036018267274,gsm8k
model.layers.15.mlp.fc2.weight,2.9674879871308804,gsm8k
model.layers.14.mlp.fc2.weight,2.9304837081581354,gsm8k
model.layers.15.self_attn.v_proj.weight,2.906632003840059,gsm8k
model.layers.26.mlp.fc1.weight,2.8743271054700017,gsm8k
model.layers.25.mlp.fc1.weight,2.8497950546443462,gsm8k
model.layers.1.self_attn.dense.weight,2.8451437116600573,gsm8k
model.layers.16.mlp.fc2.weight,2.822302826680243,gsm8k
model.layers.17.mlp.fc2.weight,2.8206023136153817,gsm8k
model.layers.18.mlp.fc2.weight,2.711693071760237,gsm8k
model.layers.16.self_attn.v_proj.weight,2.650428486522287,gsm8k
model.layers.2.mlp.fc1.weight,2.6450986424461007,gsm8k
model.layers.19.mlp.fc2.weight,2.5914581827819347,gsm8k
model.layers.20.mlp.fc2.weight,2.5460404292680323,gsm8k
model.layers.30.self_attn.v_proj.weight,2.5178293408825994,gsm8k
model.layers.27.mlp.fc1.weight,2.474358188919723,gsm8k
model.layers.2.self_attn.dense.weight,2.4658501346129924,gsm8k
model.layers.21.mlp.fc2.weight,2.4218817823566496,gsm8k
model.layers.18.self_attn.v_proj.weight,2.3978241700679064,gsm8k
model.layers.17.self_attn.v_proj.weight,2.3357227141968906,gsm8k
model.layers.22.mlp.fc2.weight,2.3308240566402674,gsm8k
model.layers.28.mlp.fc1.weight,2.167241561692208,gsm8k
model.layers.23.mlp.fc2.weight,2.1616862369701266,gsm8k
model.layers.19.self_attn.v_proj.weight,1.9305305588059127,gsm8k
model.layers.21.self_attn.v_proj.weight,1.92411153530702,gsm8k
model.layers.24.mlp.fc2.weight,1.8593237441964447,gsm8k
model.layers.1.mlp.fc1.weight,1.8463952175807208,gsm8k
model.layers.0.mlp.fc2.weight,1.7551601049490273,gsm8k
model.layers.22.self_attn.v_proj.weight,1.7394714844413102,gsm8k
model.layers.20.self_attn.v_proj.weight,1.7277752086520195,gsm8k
model.layers.23.self_attn.v_proj.weight,1.709960290696472,gsm8k
model.layers.24.self_attn.v_proj.weight,1.6684437617659569,gsm8k
model.layers.27.input_layernorm.weight,1.6403630855857045,gsm8k
model.layers.25.self_attn.v_proj.weight,1.532842186279595,gsm8k
model.layers.25.mlp.fc2.weight,1.4756775344721973,gsm8k
model.layers.26.self_attn.v_proj.weight,1.4111023307777941,gsm8k
model.layers.3.self_attn.dense.weight,1.4024416264146566,gsm8k
model.layers.4.self_attn.dense.weight,1.2740479754284024,gsm8k
model.layers.26.mlp.fc2.weight,1.2671164101921022,gsm8k
model.layers.29.mlp.fc2.weight,1.2629095106385648,gsm8k
model.layers.25.self_attn.k_proj.weight,1.258544391952455,gsm8k
model.layers.5.self_attn.dense.weight,1.2432308469433337,gsm8k
model.layers.31.self_attn.v_proj.weight,1.2203084784559906,gsm8k
model.layers.30.mlp.fc2.weight,1.1434921431355178,gsm8k
model.layers.27.self_attn.v_proj.weight,1.1261257156729698,gsm8k
model.layers.28.self_attn.v_proj.weight,1.100668169092387,gsm8k
model.layers.27.mlp.fc2.weight,1.0663843303918839,gsm8k
model.layers.28.mlp.fc2.weight,0.9879199408460408,gsm8k
model.layers.11.self_attn.dense.weight,0.9772189471405,gsm8k
model.layers.6.self_attn.dense.weight,0.921491272514686,gsm8k
model.layers.25.self_attn.q_proj.weight,0.8974152018781751,gsm8k
model.layers.31.mlp.fc2.weight,0.895695181330666,gsm8k
model.layers.9.self_attn.dense.weight,0.8910080380737782,gsm8k
model.layers.7.self_attn.dense.weight,0.8769353502430022,gsm8k
model.layers.11.self_attn.q_proj.weight,0.8644832143327221,gsm8k
model.layers.11.self_attn.k_proj.weight,0.8454294931143522,gsm8k
model.layers.10.self_attn.dense.weight,0.8138867521192878,gsm8k
model.layers.12.self_attn.dense.weight,0.7346314957831055,gsm8k
model.layers.10.self_attn.q_proj.weight,0.6957234018482268,gsm8k
model.layers.0.mlp.fc1.weight,0.6941968444734812,gsm8k
model.layers.15.self_attn.dense.weight,0.693612199742347,gsm8k
model.layers.23.input_layernorm.weight,0.6899216577585321,gsm8k
model.layers.14.self_attn.dense.weight,0.6392734560649842,gsm8k
model.layers.8.self_attn.dense.weight,0.6228011167841032,gsm8k
model.layers.18.self_attn.dense.weight,0.6150391739793122,gsm8k
model.layers.21.self_attn.dense.weight,0.6069007642799988,gsm8k
model.layers.13.self_attn.dense.weight,0.5917258458212018,gsm8k
model.layers.29.self_attn.dense.weight,0.5693986437981948,gsm8k
model.layers.10.self_attn.k_proj.weight,0.5567988991970196,gsm8k
model.layers.8.self_attn.q_proj.weight,0.5517841200926341,gsm8k
model.layers.24.self_attn.dense.weight,0.5341172380722128,gsm8k
model.layers.9.self_attn.q_proj.weight,0.5308834564639255,gsm8k
model.layers.16.self_attn.dense.weight,0.527793770772405,gsm8k
model.layers.20.self_attn.dense.weight,0.5047800845932215,gsm8k
model.layers.17.self_attn.dense.weight,0.503780165920034,gsm8k
model.layers.19.self_attn.dense.weight,0.5033039289992303,gsm8k
model.layers.23.self_attn.dense.weight,0.48308889323379844,gsm8k
model.layers.22.self_attn.dense.weight,0.4689231958473101,gsm8k
model.layers.9.self_attn.k_proj.weight,0.4665975464740768,gsm8k
model.layers.4.self_attn.k_proj.weight,0.4657366100582294,gsm8k
model.layers.30.self_attn.dense.weight,0.46340790926478803,gsm8k
model.layers.18.input_layernorm.weight,0.44754518030094914,gsm8k
model.layers.23.self_attn.k_proj.weight,0.43305128370411694,gsm8k
model.layers.4.self_attn.q_proj.weight,0.4301268451381475,gsm8k
model.layers.13.self_attn.q_proj.weight,0.425777297350578,gsm8k
model.layers.6.self_attn.q_proj.weight,0.4163588654482737,gsm8k
model.layers.8.self_attn.k_proj.weight,0.4106386933126487,gsm8k
model.layers.25.self_attn.dense.weight,0.39826631086179987,gsm8k
model.layers.5.self_attn.q_proj.weight,0.39566721953451633,gsm8k
model.layers.12.self_attn.q_proj.weight,0.3952794222859666,gsm8k
model.layers.13.self_attn.k_proj.weight,0.3930282293003984,gsm8k
model.layers.24.self_attn.k_proj.weight,0.3852324818726629,gsm8k
model.layers.5.self_attn.k_proj.weight,0.3801905230502598,gsm8k
model.layers.15.self_attn.k_proj.weight,0.3752844093251042,gsm8k
model.layers.6.self_attn.k_proj.weight,0.37428026529960334,gsm8k
model.layers.27.self_attn.k_proj.weight,0.3742370050167665,gsm8k
model.layers.7.self_attn.q_proj.weight,0.3521387450164184,gsm8k
model.layers.26.self_attn.dense.weight,0.35161331784911454,gsm8k
model.layers.15.self_attn.q_proj.weight,0.35133994958596304,gsm8k
model.layers.23.self_attn.q_proj.weight,0.35115149070043117,gsm8k
model.layers.14.self_attn.q_proj.weight,0.3486467323382385,gsm8k
model.layers.12.self_attn.k_proj.weight,0.34627536445623264,gsm8k
model.layers.24.self_attn.q_proj.weight,0.33768727543065324,gsm8k
model.layers.21.self_attn.k_proj.weight,0.3364477081922814,gsm8k
model.layers.14.self_attn.k_proj.weight,0.3306264506536536,gsm8k
model.layers.28.self_attn.k_proj.weight,0.32252549316035584,gsm8k
model.layers.0.self_attn.k_proj.weight,0.31318949491833337,gsm8k
model.layers.7.self_attn.k_proj.weight,0.3092093920568004,gsm8k
model.layers.28.self_attn.dense.weight,0.30682278209133074,gsm8k
model.layers.27.self_attn.dense.weight,0.3047458717483096,gsm8k
model.layers.18.self_attn.q_proj.weight,0.2994544491521083,gsm8k
model.layers.3.self_attn.q_proj.weight,0.2989571185898967,gsm8k
model.layers.26.self_attn.q_proj.weight,0.2981431224034168,gsm8k
model.layers.31.self_attn.dense.weight,0.2977657587034628,gsm8k
model.layers.16.self_attn.q_proj.weight,0.29080743598751724,gsm8k
model.layers.28.self_attn.q_proj.weight,0.28894468711223453,gsm8k
model.layers.20.self_attn.q_proj.weight,0.286061636172235,gsm8k
model.layers.3.self_attn.k_proj.weight,0.28548899173620157,gsm8k
model.layers.21.self_attn.q_proj.weight,0.28235440666321665,gsm8k
model.layers.18.self_attn.k_proj.weight,0.28208178776549175,gsm8k
model.layers.22.self_attn.k_proj.weight,0.28131329410825856,gsm8k
model.layers.16.self_attn.k_proj.weight,0.2662884601159021,gsm8k
model.layers.2.self_attn.k_proj.weight,0.26079419066081755,gsm8k
model.layers.20.self_attn.k_proj.weight,0.2545751617872156,gsm8k
model.layers.22.self_attn.q_proj.weight,0.2524440228880849,gsm8k
model.layers.17.self_attn.q_proj.weight,0.24743678217055276,gsm8k
model.layers.19.self_attn.q_proj.weight,0.24579593271482736,gsm8k
model.layers.27.self_attn.q_proj.weight,0.24299206002615392,gsm8k
