module_type,mean_fisher_mean,max_fisher_mean,min_fisher_mean,std_fisher_mean,count
embedding,0.05206646387993412,0.05206646387993412,0.05206646387993412,0.0,1
attention,0.15299452780659165,13.47764235017045,0.0006348843924636564,1.2656182778552623,112
mlp,0.004736657580740843,0.03667658542508434,0.001616535927794871,0.005516582179114585,84
layernorm,0.810965380165581,27.17144790493573,0.03936451116995461,3.5614006667919704,57
