module_type,mean_fisher_mean,max_fisher_mean,min_fisher_mean,std_fisher_mean,count
embedding,129.4884639084339,129.4884639084339,129.4884639084339,0.0,1
attention,4.3572850674727635,45.05701423995197,0.09196038997833966,6.240041340705646,112
mlp,19.36208199039434,1080.9374301731586,2.038197915942874,116.6041356368867,84
layernorm,0.09416118063704185,0.5033885222474055,0.008209416426211646,0.11053619506740109,57
