module_type,mean_fisher_mean,max_fisher_mean,min_fisher_mean,std_fisher_mean,count
embedding,92.8509348668158,92.8509348668158,92.8509348668158,0.0,1
attention,3.0597410697249554,19.68831927073188,0.02311143236948965,3.0721270077296645,144
mlp,51.76920108897496,3642.1741841733456,0.8139066319999984,356.25459064523716,108
layernorm,0.02135404087792128,0.09228592801309787,0.0007427548762599656,0.02482560986884528,73
