module_type,mean_fisher_mean,max_fisher_mean,min_fisher_mean,std_fisher_mean,count
embedding,107.55379602313042,107.55379602313042,107.55379602313042,0.0,1
attention,3.739813228262977,32.1305969171226,0.060781048705393914,5.088162320372385,112
mlp,15.711525814768503,859.5932970643044,1.459065743139945,92.70303089527692,84
layernorm,0.07210225130119509,0.42435348079015967,0.007008524249386028,0.07685065106896571,57
