param_name,fisher_value,zone,dataset
model.layers.17.self_attn.v_proj.weight,0.0612206958655103,C,wikitext
model.layers.24.input_layernorm.weight,0.05810314051359455,C,wikitext
model.layers.2.mlp.down_proj.weight,0.05426245461421786,C,wikitext
model.layers.17.self_attn.k_proj.weight,0.0533970200309947,C,wikitext
model.layers.4.self_attn.k_proj.weight,0.05255095965064053,C,wikitext
model.layers.6.self_attn.k_proj.weight,0.051358532261322885,C,wikitext
model.layers.21.self_attn.v_proj.weight,0.051132687309291214,C,wikitext
model.layers.23.input_layernorm.weight,0.050812720618826766,C,wikitext
model.layers.9.self_attn.k_proj.weight,0.04922615451111293,C,wikitext
model.layers.1.self_attn.o_proj.weight,0.04608389146596892,C,wikitext
model.layers.18.self_attn.v_proj.weight,0.044502522234324715,C,wikitext
model.layers.26.input_layernorm.weight,0.0433643297966834,C,wikitext
model.layers.1.mlp.up_proj.weight,0.04299667349217392,C,wikitext
model.layers.12.self_attn.v_proj.weight,0.0423894197692789,C,wikitext
model.layers.0.self_attn.k_proj.weight,0.039691989299778165,C,wikitext
model.layers.20.self_attn.v_proj.weight,0.03910896615373834,C,wikitext
model.layers.19.self_attn.k_proj.weight,0.038179022434784805,C,wikitext
model.layers.13.self_attn.k_proj.weight,0.03732074168510735,C,wikitext
model.layers.2.self_attn.k_proj.weight,0.03711952326769582,C,wikitext
model.layers.16.self_attn.v_proj.weight,0.03669957181379383,C,wikitext
model.layers.11.self_attn.k_proj.weight,0.03436941367347875,C,wikitext
model.layers.15.self_attn.k_proj.weight,0.03250741430830809,C,wikitext
model.layers.8.self_attn.k_proj.weight,0.032380724478495417,C,wikitext
model.layers.23.self_attn.k_proj.weight,0.030752838443504515,C,wikitext
model.layers.23.self_attn.v_proj.weight,0.030702096154830844,C,wikitext
model.layers.21.self_attn.k_proj.weight,0.03003750071131132,C,wikitext
model.layers.1.mlp.gate_proj.weight,0.02816697125066033,C,wikitext
model.layers.10.self_attn.k_proj.weight,0.028017231332796655,C,wikitext
model.layers.22.self_attn.k_proj.weight,0.02715716935108503,C,wikitext
model.layers.25.self_attn.v_proj.weight,0.026834427871714677,C,wikitext
model.layers.22.self_attn.v_proj.weight,0.02628535460614027,C,wikitext
model.layers.14.self_attn.k_proj.weight,0.025635053251752044,C,wikitext
model.layers.18.self_attn.k_proj.weight,0.02537790493806824,C,wikitext
model.layers.1.mlp.down_proj.weight,0.02511938860667821,C,wikitext
model.layers.20.self_attn.k_proj.weight,0.024722467252862163,C,wikitext
model.layers.2.mlp.up_proj.weight,0.023162559397860605,C,wikitext
model.layers.27.self_attn.v_proj.weight,0.022812401127036235,C,wikitext
model.layers.12.self_attn.k_proj.weight,0.022559460727469133,C,wikitext
model.layers.3.self_attn.o_proj.weight,0.022420072893813387,C,wikitext
model.layers.7.self_attn.k_proj.weight,0.021701031406488863,C,wikitext
model.layers.24.self_attn.k_proj.weight,0.021439100519652737,C,wikitext
model.layers.2.self_attn.o_proj.weight,0.02098852236925571,C,wikitext
model.layers.24.self_attn.v_proj.weight,0.02032826671499303,C,wikitext
model.layers.3.mlp.up_proj.weight,0.020082548091219603,C,wikitext
model.layers.16.self_attn.k_proj.weight,0.019194350802081317,C,wikitext
model.layers.11.self_attn.o_proj.weight,0.01802411610371261,C,wikitext
model.layers.4.self_attn.o_proj.weight,0.017502005745427596,C,wikitext
model.layers.10.self_attn.o_proj.weight,0.016826458963199304,C,wikitext
model.layers.27.mlp.down_proj.weight,0.016797155063310736,C,wikitext
model.layers.5.self_attn.o_proj.weight,0.0167813472336699,C,wikitext
model.layers.15.self_attn.o_proj.weight,0.016727912245263116,C,wikitext
model.layers.27.self_attn.o_proj.weight,0.0149223437369983,C,wikitext
model.layers.13.self_attn.o_proj.weight,0.014893907968523004,C,wikitext
model.layers.7.self_attn.o_proj.weight,0.014481398871415271,C,wikitext
